,Tenure
9045,71.45681
9321,67.26027
5425,65.52605
2808,14.7867
1489,11.32483244
5260,57.63594
2086,12.12823
1034,4.354733929
8503,55.02676
800,8.063547235
2906,6.224413
6842,56.3245
8061,57.7475
5715,54.78051
7250,69.1503
6758,53.77195
7845,71.13061
7356,69.50693
5350,61.18595
7404,62.56329
3728,4.078283
7883,63.58391
5820,66.70369
9644,52.60822
2309,5.885148
298,18.35541838
979,3.950587999
98,20.31163945
9173,64.72745
2461,5.9717
414,5.254442453
8401,71.7825
6185,62.54758
7146,56.27454
7531,70.67216
7577,68.47904
886,15.16937697
5712,47.6364
770,2.279259145
4896,11.12081
1499,13.31283015
3208,3.212519
2960,10.41798
9438,54.64972
394,7.138784756
5414,64.99757
6384,52.68582
9825,50.8022
4423,15.22417
4717,5.793869
4573,8.574964
5284,67.81163
2407,17.76511
9972,60.00232
2059,3.465896
4269,4.072959
8846,54.37409
898,4.709035899
5125,44.0309
4486,12.75395
2731,4.213099
1680,12.95969924
8908,71.21292
4138,5.140738
9459,58.87612
1417,23.44153546
5017,66.50412
5627,65.07415
9373,63.27923
3463,3.648755
5608,39.61469
9795,46.05744
3852,9.738632
8016,66.19976
5342,52.3499
1004,9.188837964
8877,46.55186
4430,2.382538
1257,17.68782231
1070,2.205915318
1666,13.79138076
6198,63.08784
7082,52.61618
2247,12.02081
5077,59.61465
4203,19.48432
3001,2.258878
8048,56.53633
1087,11.24061076
5176,66.76084
939,1.276890621
3521,13.27794
8415,63.96033
5755,60.8744
4887,22.744
4050,4.557348
4800,6.142753
6193,62.39033
9627,62.12984
1992,21.67433467
5824,59.79068
2298,9.487121
3027,18.47081
5351,60.09421
4342,15.10828
338,7.69213424
4214,11.59641
1085,17.48396291
3504,3.304515
4177,1.60558
7055,54.44532
5852,40.76616
492,6.935335786
8700,71.85451
3871,9.548023
660,5.991017375
5236,59.59391
1346,7.912612583
9723,48.98892
2050,11.5352
2606,8.867664
9503,62.07809
1363,4.55454522
1894,4.510537408
5227,49.67201
5832,71.58072
2610,2.367066
2136,2.465822
2337,3.399281
8479,71.99132
4098,6.218071
6607,70.76841
9255,56.00686
5640,69.32327
3417,3.944467
561,4.902104964
930,5.134989649
1764,16.64092048
6401,49.60599
1066,14.7804282
2319,6.137692
1867,14.45556293
7339,48.10173
5831,63.28078
5805,58.91354
2335,4.244854
2580,1.794202
1740,7.858862202
5862,57.56205
2037,9.84106
6839,67.675
118,7.120096363
6598,63.75133
6010,54.22687
3205,4.532646
8141,60.06981
5923,61.83914
5301,45.03776
5166,59.67215
3763,4.860179
3558,14.74297
712,3.976305626
8763,38.29305
4522,10.32752
4967,2.397122
9625,66.38094
4275,5.321365
2853,9.546909
1036,14.69261964
1303,25.88644227
7855,65.45503
2381,7.749595
2168,17.13556
5569,71.03451
6493,59.92546
7120,59.11937
9906,66.88131
782,9.582004744
2866,9.938487
4336,21.42226
4614,2.987316
1432,3.19677148
7915,58.06953
4484,1.204999
4045,2.343134
6747,45.51836
7084,63.43629
7129,56.20104
9158,62.6093
5791,61.29358
5653,41.94323
85,2.358129018
7103,63.22024
5563,69.05558
5008,63.47384
2852,12.86853
9397,61.82169
7524,57.3854
9814,56.68677
6299,70.25446
3947,13.25185
6515,57.48138
1515,5.68349814
2467,11.61284
3449,9.62756
3338,8.301576
8337,66.02069
2792,4.833414
4232,8.526865
4019,7.368353
7466,64.15093
4651,8.542338
9016,62.86571
9127,49.73125
504,5.658327457
940,5.915225146
4845,2.924951
9047,47.27475
5198,67.20907
7971,51.35655
5859,47.78655
3297,3.088732
4234,10.1408
1652,4.509329959
2523,5.142628
2051,6.025694
9866,40.41527
1464,6.390769574
3155,5.664193
9282,56.20288
9199,48.61807
2782,6.30655
9446,71.48016
2909,16.42222
2254,6.791156
5865,67.20585
8676,49.11678
3362,7.114816
9655,42.2544
6917,58.45536
4644,7.502506
1685,5.705926395
4283,1.52349
1592,11.07800251
9154,62.6237
5513,55.0447
8086,65.68687
2781,14.36866
2666,6.71156
4598,7.721518
688,8.019086021
2766,4.600047
2949,15.38202
6278,59.51823
6919,68.13863
4977,6.62916
6489,62.81303
2396,5.857544
6605,68.16171
1868,7.32906366
6830,63.62938
6764,69.83213
6468,60.88203
6097,71.52189
5614,60.81561
1573,5.784022533
299,7.62779591
5023,56.63931
1949,22.04436191
1759,3.752354376
3095,1.365304
834,6.28842083
1625,4.589210527
2597,28.22989
8411,60.16674
40,9.179779682
9575,67.29135
6579,62.03561
8207,42.32324
4115,9.710957
704,7.979145258
9342,70.46581
5578,59.2505
5704,63.06195
398,10.90397471
7474,64.50684
3136,9.372647
3995,18.1201
6407,66.3094
1388,9.553290527
9274,67.87019
9947,57.62812
8809,48.27562
3166,7.994351
4082,1.690026
5816,54.23273
8009,64.77844
6526,45.30473
4021,10.30326
7715,62.65179
7175,64.90704
3872,2.664026
1014,11.42508906
1751,3.319853958
5132,56.69146
9395,67.19978
595,2.843930975
6469,36.26479
4002,11.40214
4948,1.312447
3438,11.36757
3160,2.312021
2667,5.25157
5904,67.97028
8776,66.31761
9381,65.5396
6399,51.45585
104,22.79214163
2008,7.698157
7511,55.06506
9665,61.41519
7419,65.31996
4679,9.914638
9579,64.59012
8802,66.70002
5994,62.27397
25,4.157658837
8549,65.38821
9210,57.31788
6922,63.10955
8424,65.63056
5060,69.03413
7432,45.23339
1549,10.61383322
4009,2.235315
1527,9.117084502
5231,60.16962
8813,57.60401
6473,45.72931
7452,68.67996
5595,41.58309
2221,7.94384
876,1.161803984
4135,22.13831
8685,67.78527
1962,9.878308737
1242,15.16346403
2230,10.32825
9133,66.67389
3577,24.84802
1599,3.195246168
1044,14.5875554
2199,4.927273
1054,4.929637705
7092,41.71275
1359,29.70527547
684,10.8040205
485,2.206152519
9841,60.87178
1780,10.73057042
4502,14.86376
540,1.815836226
3649,10.86612
6820,51.42373
9522,60.33663
3107,7.53282
191,11.64983735
6254,51.4203
2351,2.763224
5987,57.16208
1511,2.60003549
147,15.85983755
4591,4.490588
6920,55.18855
6217,60.20609
5571,71.79134
647,7.748370205
7263,71.83088
6850,61.18991
8245,45.93241
7632,51.80639
910,9.637781398
3671,3.911083
6038,50.07627
6849,50.60484
7844,51.54301
4031,17.31427
4440,14.47965
2069,12.85483
9867,54.37964
7780,70.54929
6281,70.03292
5841,60.69462
6606,54.66546
4944,4.197945
1973,11.23691953
1154,13.85473212
4088,7.128376
6313,41.0181
2258,12.51454
7804,56.51219
415,5.2551003
7937,65.84668
31,3.586184954
7689,59.31818
9508,55.87037
8273,52.95508
3181,20.3759
5484,43.77028
6105,56.95876
3437,6.89036
6429,47.47601
2147,16.64818
1568,8.926271021
9561,55.88547
7493,65.17039
7155,54.57315
2100,5.459489
309,4.030250374
585,9.232644617
8447,55.18746
3389,13.26061
4148,2.647286
8103,61.16472
5996,67.27106
4292,19.56071
169,10.21634248
8669,66.90749
3933,7.369734
5361,54.10768
9962,56.40424
4552,3.367303
422,6.437878909
7926,70.24032
4868,2.237136
4211,3.921335
4585,23.08203
8865,56.76973
1086,8.92504512
8408,64.08859
9374,55.63584
5100,47.92804
5185,67.06371
5505,45.6394
9966,61.28212
290,6.253919786
816,4.986528165
9752,62.55977
4456,9.131577
9355,62.09703
6383,49.26183
1259,5.174032539
6382,44.58913
6165,61.53705
3797,4.636111
7439,53.13301
322,14.6728104
6670,61.80438
3690,9.447103
9717,63.03261
5997,58.42303
5031,67.11782
1418,4.594946825
150,5.562130367
4728,5.971951
3592,14.60884
4654,1.712499
7331,47.99026
899,1.611546284
5950,66.17964
2526,2.589165
4287,9.688409
6352,64.32344
3505,6.023347
4794,2.628926
344,2.656915117
1882,2.497790261
9599,48.06765
149,7.006240694
7618,66.31026
4624,10.14235
7673,67.08693
5671,71.55357
3061,2.563452
8494,45.34674
1686,6.70301496
2498,5.714937
9689,59.67243
8106,67.69161
164,16.00330155
3347,9.176772
4189,5.648594
8438,42.93116
2977,11.17999
9048,67.57013
4600,10.35845
3483,7.833185
402,1.379696124
8868,58.90417
9678,67.98735
9996,61.04037
5032,71.7083
4333,12.70316
4114,10.98445
5613,70.02121
2183,21.58352
188,5.587484456
1254,11.55776139
106,10.77094687
6611,70.91142
8532,64.9377
1616,21.04742054
767,4.603347641
4451,5.452285
2873,6.895966
7938,47.40865
3044,8.794478
954,17.34243942
1387,12.48678964
3419,5.927239
7621,70.82444
5878,64.63019
3774,3.613493
1035,10.11019941
1991,5.412980331
3482,15.71625
7718,59.3332
951,1.59959844
992,11.76491612
2336,18.65137
8367,54.63591
5572,64.48138
5812,50.98192
3650,12.38916
3772,6.864699
3351,5.179771
4755,15.13225
198,3.756359276
1540,3.569000983
5130,60.38138
3549,3.59353
1632,1.609325308
2970,6.842584
48,7.760290062
6807,67.26247
2546,13.08213
3240,3.209982
1586,2.593102097
2513,10.85169
3622,15.37783
2235,18.5303
5285,65.74132
2889,14.34935
6583,61.3942
4078,21.31617
2132,1.75453
2752,9.151288
252,15.28108311
8427,71.02583
3152,2.923404
756,19.9441873
6980,62.87863
5455,52.00223
7072,65.21612
4063,19.46465
5242,57.37611
3086,6.446693
2346,8.487326
4697,4.16861
9468,54.74318
3931,13.10595
7218,61.11248
3479,4.529842
5524,64.8122
8076,55.97831
8839,60.93346
5094,61.57078
3168,22.60375
9488,58.86292
9804,66.16906
1369,21.63512984
4532,10.65198
5926,53.80449
2678,23.86996
5535,56.54286
9893,59.39468
670,5.261502169
248,12.00466914
3403,6.612935
6676,68.19429
6379,66.31632
4464,10.4983
9509,53.28955
6305,53.18909
794,4.933319572
1097,8.960033031
6639,57.0263
8925,54.99066
849,4.313377262
8026,54.51932
1358,7.819783852
6752,56.43742
1147,7.95236848
5086,66.75709
3434,15.43828
3921,4.655119
1155,10.39427126
804,5.044076415
6418,64.46737
8004,55.36779
3773,4.745801
9885,63.17583
376,7.065506244
2385,12.26499
4925,14.13869
1943,24.37711744
5367,53.45259
4777,10.12764
307,4.216732972
4961,5.461422
1884,3.386665328
2537,1.025579
4692,14.58336
5828,71.30912
8992,54.28874
9218,71.59806
1059,10.81815085
8297,61.91553
4535,18.07558
2468,19.12428
5456,69.51253
8250,63.64621
6957,60.22003
7400,63.86407
1252,14.06970055
6376,63.43732
7631,65.36086
8945,59.63916
4665,6.360959
9214,61.19516
3148,7.802142
1201,1.43538042
6214,54.03406
5567,41.8312
777,3.189179387
471,14.68600159
4628,8.828042
3253,2.590681
2056,16.59389
8546,71.3386
5375,67.77122
5055,69.87041
6169,56.53318
3791,27.84191
775,16.97529426
4295,19.48354
8741,62.4542
715,5.156978882
4726,12.2982
1876,2.153167182
7656,71.52133
642,14.02310297
8493,61.84543
8969,50.3804
5461,58.23726
6604,60.50578
7157,53.06217
6245,66.85047
6427,58.46636
5393,49.48328
6594,59.28535
1681,12.18544178
4570,8.380626
6743,64.16746
1986,7.443067222
3426,3.511593
7654,63.90452
7317,45.8143
2194,2.180679
2780,3.588245
1377,14.05740045
3811,21.97517
7447,62.07668
2219,25.69631
864,3.414733275
8964,56.05193
5349,52.52919
4682,7.820202
9307,67.75441
1496,29.68889421
4994,14.67731
5057,60.56995
1172,6.126946607
1974,14.64298089
6162,62.36767
5338,53.71087
776,25.77611616
921,8.277054038
600,16.1217624
7522,43.91775
3510,3.155188
2143,13.17391
9889,71.7533
3460,14.12424
7972,62.71297
1480,3.784962992
6236,65.69406
3590,5.63355
2694,4.431604
4746,23.59578
7686,69.13737
6041,41.60875
2295,14.7857
4457,23.78115
9147,71.58148
5489,67.2235
9443,52.78874
3371,11.32725
5836,69.97238
4757,5.192447
6210,50.24709
7177,56.87027
1347,3.135848347
3373,11.59206
1768,15.12166154
5169,69.17356
9835,54.81081
1194,9.764790968
2208,7.394788
3060,17.09722
4443,12.45303
4921,25.07759
5968,60.6298
7651,60.49976
6235,55.20546
5668,42.6954
1626,11.58448327
5940,56.20194
9487,68.96928
9856,64.8854
3059,7.032433
2108,6.765777
9834,57.56332
2558,6.905862
6564,53.83688
4736,6.723311
7282,68.33384
8605,68.52272
9289,51.74916
7696,44.60467
998,4.952763872
2119,14.29414
790,6.509951549
6941,60.45725
6462,62.43504
7100,54.23845
5064,69.2139
751,7.677648117
5813,56.88725
7734,61.4665
4636,12.4341
5895,66.52284
8573,48.78507
7154,70.64083
1355,18.88610542
9760,60.67808
7960,45.75966
1513,7.080759052
3255,9.93773
1514,9.808669685
4771,12.28997
4004,2.198687
5910,69.83332
4799,15.62643
3854,7.100883
2443,2.608423
4352,6.106821
1980,5.947501617
7429,47.91529
7667,68.3119
1901,2.596050259
1079,9.473751367
476,13.82188875
833,4.607336316
2306,14.80965
5363,49.18219
8817,68.61891
8734,59.53457
9556,67.26145
2280,4.582941
427,10.03363969
1176,6.339408608
8630,64.85756
8765,64.88052
7209,69.62423
2010,9.390135
5295,58.73506
9337,66.63279
9912,69.6182
4876,1.374443
6308,59.42279
6428,58.10315
9347,69.1413
1516,11.55805828
2249,3.459881
3740,16.55879
1133,1.491763776
4286,8.052952
294,12.42120946
9784,60.1263
8388,62.72855
9977,66.25635
4727,3.665202
1384,1.67735795
5976,69.37615
4111,15.82734
2079,9.881597
1301,16.91776871
9457,68.63549
390,3.045064701
4325,5.560793
5863,70.00887
2599,20.58561
6099,54.60066
4300,1.649887
1913,3.005659256
2619,6.368504
7843,65.9436
1103,6.435331488
3528,8.096457
8191,56.56411
3790,9.747138
5409,59.21526
9847,66.15837
7735,56.77763
7032,71.63589
4324,7.283667
8939,65.71805
1233,7.629943705
9403,61.68555
6848,52.17722
2398,5.494536
4893,4.484822
587,3.137169138
5596,47.99239
5804,69.74139
7567,71.45998
6625,63.41268
884,4.849677072
1880,18.37212028
1920,5.037146238
8596,58.85834
9685,58.53134
4345,17.95225
1569,8.699764172
9389,71.71756
1076,10.03360917
51,7.338869531
5020,65.57643
7182,64.26003
8417,59.46147
3926,32.73358
2962,5.464488
2002,13.29584
4902,9.648973
1846,6.811138598
5678,68.32614
1575,16.8649602
1107,7.522520984
2124,16.85088
5238,67.60865
1744,7.772523197
3256,7.988116
3405,4.116596
8621,64.25691
6576,63.097
6501,65.62879
6153,50.07284
8768,62.1578
3848,2.719751
165,12.63074989
3084,5.538303
4448,6.736871
3605,2.407697
9775,71.97999
9842,46.0622
6595,56.46532
6753,63.30988
4949,3.684683
6155,57.1124
5139,58.83809
8606,49.98309
6709,58.04416
5310,64.13229
8275,71.15596
1909,25.36784311
9323,70.00933
3747,3.831822
3563,5.001663
1737,4.186523762
6533,60.10344
5682,60.23114
7286,46.21777
4655,8.512387
1263,18.95221637
5006,69.33909
9587,59.566
3093,10.12304
7706,69.31336
4167,18.67357
8924,43.98704
6268,51.95172
77,20.13981517
8467,38.58318
9816,59.13074
9259,52.69603
5278,61.62973
8906,68.14328
757,3.196943016
5734,71.02256
2569,3.765838
5046,56.3686
3608,16.43691
6365,71.89548
8098,65.2185
5807,51.22671
3817,2.440105
3214,9.688639
4267,7.218929
6136,47.34761
4588,14.41788
1930,17.05603447
1161,14.41890198
7580,68.78265
6273,49.64838
5216,69.31083
9879,60.24089
9597,60.30933
4874,1.112412
8114,53.79108
594,5.30268427
8403,68.97498
6242,63.32675
3355,1.1426
9682,52.90819
1777,4.576705489
7326,49.61909
9512,68.20701
8144,53.19577
395,8.951793883
2120,28.28911
8916,66.22321
7777,47.46129
9911,69.99167
1816,7.179893502
7737,54.67568
1216,10.08463748
9471,64.04466
1696,2.613920398
9336,38.2827
5597,48.29494
6869,56.35945
9402,61.59036
3116,23.77384
6871,62.99218
2876,16.48485
4334,1.347728
1063,1.018519598
6648,60.29534
7507,55.55453
6257,66.2885
6778,58.6244
9824,51.9989
8109,69.0717
4305,20.10599
6359,67.4011
7981,51.38074
1253,13.13159395
5174,58.04171
7048,64.43912
8841,58.57249
7001,68.63397
2420,10.55912
1994,20.93887792
4718,2.246214
2081,14.86711
9727,54.21707
9817,57.58191
5070,66.95875
4381,6.91807
7916,55.29166
199,2.905283283
3,17.08722662
5970,69.36054
8946,59.12149
7206,54.04993
4201,7.874401
2932,22.38582
8956,61.17571
7860,56.5003
5418,65.04247
3900,11.51439
6029,63.86174
9934,61.85574
6846,57.72932
1796,14.42671843
286,3.940297464
2761,2.210399
8541,65.90337
2521,9.303687
2603,1.506136
7027,38.25714
4840,9.187823
7905,62.2937
79,9.677739656
5344,65.49474
7392,61.95264
3775,6.830372
7508,71.20362
1362,20.96092159
2728,2.945436
1577,3.509036092
3033,13.98482
2049,13.37596
1584,5.970269701
7927,66.8616
6092,67.1217
7772,61.70653
1532,10.54165852
8557,62.27729
8928,71.58757
6300,54.7248
392,5.940902789
3726,20.87922
2416,5.706255
3708,5.213752
4604,7.445235
1542,11.71308191
65,7.916533093
9836,47.03744
3669,7.896421
4058,2.224168
6749,67.20269
3301,5.705684
3827,18.59752
8584,52.30473
9271,58.58794
9139,68.10981
6044,66.50887
946,7.380291282
2317,16.56118
227,9.004964377
6641,69.53494
2228,9.526371
9781,66.88596
9209,64.17032
7269,70.54943
82,19.45250317
3290,6.207517
4052,13.48223
8632,46.65167
9024,68.49174
1335,22.57289049
5547,51.32084
4803,14.45396
5465,50.90725
2648,3.533323
1205,5.441479864
4749,10.277
5792,68.01745
6902,67.70921
6597,70.83916
2,15.75414408
1437,16.48377098
8624,55.51616
8433,60.74742
4122,4.143229
9356,63.29972
778,6.49110882
8997,71.76656
1554,12.63923748
4705,7.766899
6071,57.38041
5817,57.78109
9420,57.33305
505,2.649525158
2955,16.12811
962,8.015401085
475,5.372758028
5659,66.22209
2938,3.294082
2273,15.88923
1533,14.92730216
8252,48.56433
2098,6.818283
7563,45.84636
9083,70.00904
8902,39.83368
2566,7.437784
6717,42.15567
5723,61.0588
1337,7.195810535
4061,20.25956
6455,68.78168
5003,44.72802
7616,53.36122
5001,54.04107
9333,69.69574
1708,16.75283806
9562,66.80152
304,16.84928353
9500,70.41272
168,12.07358377
6930,71.74779
4141,2.414
9190,57.98641
3348,1.822794
4044,10.52332
437,5.505247606
6512,62.05469
8787,52.17851
8063,64.51973
2630,1.37258
8570,38.84886
3600,16.05802
6953,66.62187
7301,64.9277
274,2.585228303
3663,9.321719
9907,44.54138
3971,5.377803
151,14.53027663
5853,60.54883
9585,71.31394
676,9.75910234
7412,64.63454
3859,6.072026
144,3.237560234
1502,11.71980152
4833,15.06895
4689,3.422801
3696,1.671807
7239,59.49558
8622,61.21945
2207,11.90634
5183,52.62121
6093,49.50927
9722,61.12409
1826,12.16872039
4185,7.27652
6026,70.6626
436,10.96319721
8968,54.14398
8811,43.87969
7776,42.73824
4933,11.51972
5739,64.98806
8511,70.50947
5485,62.5003
7273,61.39024
273,11.77389421
2052,2.051657
9196,61.42667
4607,24.69325
9249,66.50393
1082,2.871446409
850,11.38490458
1843,11.46566243
1074,4.898445616
39,16.04202196
7834,59.14141
4582,9.042296
9592,62.51438
3138,5.43842
3063,2.437932
348,1.281566108
1069,4.218778557
7170,63.84205
9406,62.31372
5782,69.76544
4450,5.891019
5265,70.20999
8808,69.27587
4722,2.680333
5472,67.8576
9995,68.19713
7257,62.5497
5528,68.85746
5897,62.11875
5346,67.97593
5962,69.8304
5674,57.50673
6498,68.61371
3285,16.5488
6899,69.30597
9462,56.77789
8451,61.13096
5504,61.38844
314,7.661226872
7821,53.08332
9489,58.5608
3770,10.81182
2248,2.548892
2974,13.8101
7124,63.20353
5888,62.94907
3452,6.416264
2926,4.847252
3453,3.924177
9818,61.30199
2428,15.07394
5212,69.34472
2223,10.57654
914,4.173314039
1165,1.068799086
4390,1.925345
4387,21.50913
8525,62.59584
6500,62.19865
7233,61.97804
5157,64.62378
7407,57.43857
6729,63.08587
651,10.57261422
2039,8.962444
6557,70.31796
5068,58.75447
7811,41.27155
499,16.92163398
8887,57.87473
6962,43.13392
1582,12.68609343
6014,49.22913
2971,1.450219
1477,1.350108155
5684,67.72122
2401,4.323297
136,6.365998533
3320,14.65682
441,9.307770559
7771,71.98828
1879,7.40216226
6522,64.99919
2646,16.93745
5053,71.53343
2159,5.423869
3462,21.45305
9765,68.82603
4778,18.01409
9096,55.77968
3487,2.942683
2395,10.18679
2305,6.324505
7026,52.75131
1733,1.662826246
1015,3.328266165
387,3.310281145
2431,11.13625
2480,16.04377
6750,71.12356
2448,2.12851
8079,71.51635
3512,13.9749
8984,69.98687
610,12.3848312
8572,61.45615
6047,52.42844
4698,12.62182
806,7.748288711
80,9.82814183
906,3.105139512
913,8.730405893
1972,1.268992493
4710,10.48384
9019,62.70815
7289,66.2968
2458,15.4459
9909,60.93141
9728,71.15468
1981,26.68008793
7463,55.19347
7882,57.89585
3628,11.62262
2864,6.067975
9022,44.46693
4005,14.16299
2245,2.734669
86,4.650578623
9028,42.59461
6991,59.79789
283,11.58276897
8190,67.27889
7791,54.79873
3294,8.322733
5184,53.96248
8544,57.0815
4391,5.698156
8926,53.62789
6393,64.48925
6809,71.4249
8847,52.71022
7690,69.33555
2040,23.24675
1031,5.376652863
8111,69.06918
961,4.945014197
1422,2.354138635
1758,2.066037377
2009,2.175619
6096,62.46678
637,24.39432985
4880,6.398242
713,5.759571228
4108,10.15472
7940,69.27282
5009,70.19733
6588,64.01062
2134,9.637159
9043,60.98712
3382,2.644504
4145,4.154665
3768,11.70988
7818,46.86241
3458,17.19789
7957,55.57772
5327,52.71096
2845,15.97096
8653,67.5746
0,6.795512947
408,19.244458
3315,7.146126
8971,55.68048
8578,66.82313
5983,67.6047
9476,71.06048
4892,8.324111
4806,19.48387
5420,53.82378
72,7.980015371
5313,54.53026
1566,11.45756486
3959,1.578151
8179,64.49464
5720,69.15481
3000,7.916586
1081,10.19437082
987,7.55918608
3232,4.527649
4995,9.035721
4209,1.070145
7546,70.19371
4945,8.596064
2879,11.52687
9054,66.42219
4870,6.749571
3597,9.521766
4411,4.055418
8120,70.67844
7037,43.15974
2850,4.459993
2670,15.06815
1064,8.938308825
2744,3.660516
8957,51.77932
728,11.70347852
9734,44.42372
7907,56.09767
4713,7.895618
244,4.98152586
1148,8.889790813
4834,3.305552
2338,9.594746
4086,2.779089
7827,60.51117
8390,61.70044
5728,58.74129
5479,63.59925
458,5.440398012
8474,61.36647
9964,70.2982
4545,6.506483
8127,55.39854
3190,1.875298
9568,51.62267
8161,65.2908
8833,63.9264
4198,5.102617
3113,20.51646
2493,6.116652
1741,8.482460246
904,11.58317216
9116,62.39405
3091,16.88185
2629,13.81972
2171,16.02992
4557,18.44435
6586,55.00463
1935,10.19944078
6081,44.49898
5172,52.55673
2097,11.50316
8332,49.59222
634,3.769989038
7665,63.13521
8806,70.7555
5341,66.87947
515,13.17859958
6444,55.67304
7445,67.19921
166,8.4944392
1717,6.215774391
3729,3.284958
6627,51.54386
7307,59.6238
944,10.03364243
8483,37.04844
3739,1.481306
9792,69.10375
6095,66.94572
7792,45.91152
4596,21.26763
4546,17.95045
1118,20.70165955
2486,2.919931
9617,49.57035
3656,8.161101
4804,13.21887
9997,47.41689
7789,55.13723
592,15.37990405
1978,16.01233793
5834,65.3851
3167,8.989805
5044,71.37293
9642,70.30088
9742,61.73668
9709,66.23938
1192,12.41932486
3221,15.84051
1162,9.26064585
4838,2.429677
2778,14.62117
8973,65.33904
269,2.411712843
6361,60.46139
156,7.983887266
4853,6.649321
8449,41.67396
8278,59.28333
6323,63.27315
570,10.81527088
2668,16.4299
1255,14.96367107
2657,6.7064
6890,68.32356
2156,8.66647
9485,68.30856
745,9.539962975
542,7.349620762
6822,63.99811
3966,10.88054
3986,3.250618
2816,2.108436
5026,45.4868
351,9.001231999
5113,52.88029
6554,52.5986
9165,66.57985
2294,6.981941
4126,18.03946
8836,58.73457
534,2.359067126
9510,63.05783
5447,61.33997
400,8.611218573
8513,43.02146
7141,62.50474
5604,68.83272
4540,19.84947
3841,9.742042
8937,60.74786
2790,12.24637
8728,55.74501
2032,2.155733
1641,14.52416667
8495,70.99524
189,7.007695148
8643,50.95377
9501,65.44538
6878,69.38285
2173,7.535729
7430,48.68893
3874,11.09994
7459,62.52627
8407,54.8376
666,14.86270396
9883,40.93141
5891,40.7843
3533,12.00677
2425,14.10183
253,4.135827839
5517,57.49209
3340,18.62057
2129,11.4255
1349,6.485770796
1264,5.011735021
2616,29.95876
5297,61.25573
1057,14.45990083
6936,66.49134
6742,65.66392
2144,1.375567
2034,7.376158
6893,59.34372
8450,68.55339
1526,12.94334524
7919,58.42342
5546,60.9767
8221,55.04679
4024,15.19686
7171,63.93709
652,5.260136013
8935,70.47803
138,14.64011644
1730,9.490754438
7514,60.37731
9418,46.94705
8698,70.22382
8792,66.50713
9837,61.8401
5163,50.69979
6403,47.98376
4688,14.0795
5226,68.3703
7021,70.09961
6060,48.30622
6416,65.91841
3882,8.081693
2489,15.92001
547,14.96135055
9927,61.91109
498,16.88097916
5007,70.51996
5714,63.05421
2397,4.348554
4027,14.17125
5902,40.12358
9999,63.35086
2818,14.06379
4954,4.771263
2918,9.453234
837,23.956929
223,2.581692044
2501,12.00909
9304,71.50974
9300,69.00321
3328,7.131841
4049,3.319565
2751,8.27839
1234,9.417609509
6856,58.22037
4466,9.894265
4404,7.465071
6331,69.48178
3545,10.78369
421,3.238699239
9983,58.54167
9855,62.91268
1688,1.030630574
5102,61.62341
3566,19.95038
6303,46.8684
2297,8.079294
662,10.28281832
8917,42.07751
2574,16.79677
3308,4.95874
1813,12.70583343
8005,70.42914
1212,9.38712707
8262,54.97976
8508,60.1745
1309,7.925553778
8003,63.25715
4821,1.116305
5534,57.81671
1494,7.608938235
4053,8.635904
3681,8.808902
567,5.511437756
7495,64.30983
3746,5.962119
6472,67.73639
9227,57.28247
1834,3.787548072
7539,65.25688
7340,68.29561
7648,64.92325
3904,7.495947
5150,71.36133
2913,2.457741
6004,70.56628
2553,1.500126
5466,68.90613
4354,8.285158
557,1.410971237
8375,69.53236
3581,1.280342
3888,6.165028
4308,2.141515
5592,58.2745
3206,10.49454
2024,10.47338
1858,8.703568707
1072,1.929621761
6200,62.43544
5293,49.66569
3229,2.668217
6665,61.37983
5809,70.31022
4769,6.033703
843,5.130341596
1793,1.921647847
3211,5.288444
7287,65.93142
9886,67.063
2090,22.04122
1541,1.897261446
2624,7.8432
4244,3.984772
1833,1.997833268
4084,9.873648
2415,8.440774
8317,44.21572
8843,69.5048
2196,4.418468
6645,54.97349
1323,12.61694943
8472,69.86605
2711,1.736879
5317,61.96895
8087,60.14219
8070,60.24235
5537,66.63528
3812,8.249104
7258,61.82628
6310,63.87447
2384,14.21143
1199,3.811416865
3700,16.64015
9383,36.76838
2944,10.3362
2068,2.402087
8322,66.16108
4475,8.902965
2855,1.462471
2421,11.11794
3271,11.07503
1227,6.109999694
2925,10.7668
1784,6.418130939
2011,20.16124
8625,55.40614
7970,69.63521
37,7.161561527
1007,2.049006759
8154,65.66053
7086,66.50164
3047,15.64015
7505,66.85534
9601,69.69551
3684,20.86192
9018,64.49231
335,4.844060027
4093,7.462849
5433,68.64996
6397,53.63969
8524,55.49261
2682,7.238006
466,17.24908083
4608,4.768185
8978,64.2738
8089,68.22138
4897,17.55118
3157,3.589597
4470,8.26392
8656,63.57829
7160,66.64301
977,3.857300987
7376,47.02083
6870,60.42123
6781,67.5234
1334,4.777862937
2968,4.367739
418,4.924623699
5335,56.82113
9124,59.61692
1736,14.10031907
8602,42.76683
4590,17.38432
7196,66.74885
7325,61.37365
8976,65.50686
6821,57.18462
4235,13.33556
8918,51.80774
5672,71.04194
9123,64.63082
8197,68.03889
9745,48.99944
2313,7.367806
3755,3.767302
685,7.798523158
8243,69.13685
3748,7.374499
3440,4.638114
2661,10.0496
3215,13.61564
7980,64.94053
6335,60.07014
5255,57.95857
3610,11.18714
6638,68.86592
4355,17.7076
3468,1.450971
5369,50.58329
2572,7.35817
