,Gender_Nonbinary,Churn,Marital_Widowed,Port_modem,Population
896,0,0,1,1,17808
115,0,0,0,0,20327
8580,0,0,0,0,25
8284,0,0,0,1,12908
4133,0,0,0,0,446
7437,0,0,0,1,20322
2900,0,0,0,0,39
7783,0,0,0,0,936
1709,0,1,0,0,9916
6837,0,0,0,0,1602
3209,0,1,0,0,6853
2832,0,0,1,0,3525
3418,0,1,0,0,4585
3534,0,0,1,0,6989
5533,0,0,0,0,29825
7381,0,0,0,0,2349
8697,0,0,0,0,488
3169,0,1,1,1,3671
3524,0,0,0,0,2835
9008,0,0,0,1,2035
3833,0,1,1,0,3322
828,0,0,0,1,353
1075,0,1,0,0,184
2862,0,0,0,0,589
2784,0,0,0,1,149
1855,0,0,0,1,47
341,0,0,1,0,7496
3099,0,0,0,1,39658
7748,0,0,1,0,15979
9387,0,1,0,0,583
7501,0,0,0,1,1107
1869,0,0,0,0,635
6448,0,0,0,0,15663
2987,0,1,0,1,809
6529,0,0,0,0,6917
5811,0,0,0,0,12153
8608,0,0,0,0,690
8393,0,0,0,1,2723
9439,0,0,0,1,27897
1721,0,0,0,0,543
3580,0,0,0,1,324
9525,0,0,0,1,195
9923,0,0,0,1,1324
9400,0,0,0,1,383
8876,0,0,0,0,14550
7279,0,0,0,0,10652
5502,0,0,0,0,13744
6683,0,0,0,0,629
2200,0,0,0,0,6572
1226,0,0,0,0,853
814,0,0,0,1,0
1500,0,0,0,0,733
2785,0,1,0,0,28596
853,0,1,0,0,30589
5629,0,0,0,0,592
2804,0,1,0,1,1871
9929,0,0,0,1,6153
7640,1,0,0,1,873
2478,0,1,0,0,3347
2772,0,0,0,0,16882
496,0,1,0,1,20943
6142,0,1,0,1,9353
7909,1,0,0,1,79010
9365,0,1,0,1,3700
5634,0,0,0,0,1059
5186,0,0,0,1,151
4503,0,0,0,1,9282
5481,0,0,1,0,1153
4962,0,1,0,0,35345
7500,0,0,0,0,2114
3395,0,1,0,1,3078
4784,0,1,0,0,5020
6372,0,0,0,0,1507
4132,0,0,0,0,3609
4563,0,1,1,0,8684
632,0,0,0,0,1166
4959,0,0,0,1,1043
4595,0,0,0,0,13128
9697,0,0,1,1,4072
5635,0,0,1,1,286
1099,0,1,1,1,1103
7309,0,0,0,0,10621
3327,0,0,1,1,13622
9616,0,0,1,0,69589
4809,0,0,0,0,38833
6813,0,0,0,0,1489
3249,0,1,0,0,29138
9743,0,0,1,1,1819
3494,0,0,0,0,4301
4547,0,1,0,1,29213
1528,0,1,0,1,47493
4307,0,0,0,1,27345
2703,0,1,0,1,2277
2363,0,1,0,1,12404
7675,0,0,0,0,907
3002,0,0,0,0,6002
6449,0,0,1,0,28577
3472,0,0,1,1,40857
6408,0,0,0,0,48770
9688,0,0,0,1,408
6507,0,0,0,1,24181
7591,0,0,1,1,38177
5928,0,0,0,0,1865
6238,0,0,0,1,41
4666,0,1,0,1,38909
9393,0,0,0,0,8284
9184,0,0,0,0,154
6618,0,0,1,1,2966
1921,0,1,1,1,18281
1468,0,0,0,0,1861
4861,0,0,1,0,6705
9474,0,0,0,0,48969
5246,0,0,0,0,7785
260,0,1,1,1,16546
4616,0,1,0,1,4949
330,0,1,0,1,396
9364,0,0,0,1,601
1633,0,1,0,1,333
4410,0,0,0,0,73671
7918,0,0,0,0,1224
4087,0,1,0,0,9178
7038,0,0,1,0,578
7434,0,0,0,1,2783
362,0,0,0,1,2945
8953,0,0,0,1,2771
3578,0,1,0,0,39090
5406,0,0,0,0,29231
1779,0,1,0,1,27856
846,0,0,0,0,5924
8934,0,0,1,0,7633
7479,0,0,0,1,2077
8922,0,0,0,0,510
3544,0,0,0,0,29896
1189,0,0,0,0,2898
8336,0,0,0,1,115
1683,0,1,1,1,13607
3076,0,0,0,0,189
1265,0,1,0,1,13564
5593,0,0,0,1,2571
443,0,1,1,1,30781
8858,0,0,0,0,11275
7244,0,0,0,0,2060
3295,0,1,1,1,986
3751,0,0,0,1,15812
8599,0,0,0,0,1567
955,0,1,0,0,231
1490,0,1,1,1,995
5396,0,0,0,0,353
350,0,1,0,1,8447
6076,0,0,0,0,524
1211,0,1,0,0,87240
6351,0,0,1,0,1596
5421,0,0,1,1,12089
1482,0,1,0,1,1319
4471,0,0,0,0,2123
5855,0,0,1,0,6438
8096,0,0,0,0,3876
9718,0,0,0,0,6737
7891,0,0,1,1,51082
76,0,1,1,0,4235
3234,0,0,0,0,6019
8659,0,0,0,0,33901
2070,0,1,0,0,1179
8695,0,0,0,0,159
7137,0,0,0,0,25480
5757,0,0,0,0,2086
7889,0,0,0,1,276
9071,0,0,0,0,4731
3248,0,1,0,1,1477
9735,0,0,0,1,12926
9660,0,0,0,1,17107
7396,0,0,1,1,408
1745,0,0,1,0,12562
7736,0,0,0,1,5709
4367,0,1,0,1,57
8533,0,0,1,1,8156
743,0,0,0,1,24622
1861,0,0,0,1,9191
799,0,0,0,1,6138
3272,0,1,1,0,78
2393,0,1,1,1,426
5222,0,0,0,1,2186
3556,0,0,0,0,255
6527,0,0,0,0,3883
5918,0,0,0,1,13351
7007,0,0,0,0,108
9105,0,0,0,1,3767
5924,0,0,0,1,1347
6247,0,0,0,0,44968
4572,0,0,0,0,14942
8008,0,0,0,0,25335
6087,0,0,1,1,18889
4163,0,0,1,0,17348
6593,0,0,0,1,6384
7329,0,0,1,1,1277
822,0,1,0,1,2498
3202,0,0,0,0,15603
527,0,1,0,1,10826
3707,0,1,0,0,884
3279,0,1,0,1,2074
7800,0,0,0,0,2047
3517,0,0,0,0,2274
2509,0,0,0,0,24785
9308,0,0,0,1,8205
665,0,0,0,0,1627
8998,0,0,0,1,2984
8961,0,0,0,1,11885
9295,0,0,1,1,1428
3873,0,0,0,1,219
6698,0,0,0,1,5651
3130,0,0,0,0,27367
8399,0,0,0,0,6823
9657,0,0,0,1,0
5029,0,0,1,0,27522
8745,0,0,1,0,27017
2442,0,1,0,1,6082
3687,0,0,1,0,24296
7925,0,0,0,1,2060
9761,0,0,0,0,31846
3659,0,0,0,1,3708
2185,0,0,0,1,5060
4094,0,0,0,0,151
2986,0,1,0,1,300
1825,0,1,1,0,24542
2965,0,0,0,0,450
9189,0,0,0,1,1410
8568,0,1,0,1,4357
627,0,0,0,1,20825
9372,0,0,0,1,680
3088,0,0,0,1,1399
6404,0,0,0,1,6815
2437,0,1,0,1,124
9956,0,0,0,0,11400
6110,0,0,1,0,10777
4000,0,0,0,1,5144
3089,0,1,0,0,9339
9935,0,1,0,0,30390
2065,0,1,0,0,1225
1530,0,0,0,0,2382
3654,0,0,0,1,141
984,0,0,0,0,543
8551,0,0,0,1,0
2162,0,1,1,0,1271
6340,0,0,0,0,19704
4277,0,1,1,0,437
7854,0,0,1,0,490
3660,0,0,0,0,907
3516,0,0,0,1,10243
2835,0,0,0,1,1132
4386,0,0,0,0,15142
2243,0,1,0,0,13535
8186,0,0,0,1,51003
2956,0,0,0,0,84
1433,0,1,0,1,2564
7275,0,0,0,0,54413
6704,0,0,0,1,1404
6708,0,0,0,0,2097
1911,0,1,0,0,1785
8603,0,0,0,1,996
1906,0,1,1,1,1330
6798,0,0,0,0,5870
6793,0,0,1,0,10536
5870,0,0,0,0,1084
3080,0,1,0,1,2012
4184,1,0,1,1,7753
4166,0,1,0,0,7722
8157,0,0,0,1,4483
7900,0,0,0,0,3934
8704,0,0,0,0,14025
9169,0,0,0,0,1364
9442,0,0,0,1,423
2538,0,0,0,1,364
3953,0,1,1,1,861
5866,0,0,0,0,4852
5543,0,0,0,1,7863
6567,0,1,0,0,805
9297,0,0,0,1,657
8041,0,0,0,0,5547
8347,0,0,0,1,1128
2721,0,0,0,1,1538
7119,0,0,0,0,3443
6581,0,0,0,1,17783
8340,0,0,0,1,1928
8326,0,1,0,0,952
3075,0,0,0,1,14182
5199,0,0,0,1,73
7125,0,0,1,1,212
5282,0,0,0,0,10246
5780,0,0,0,0,3241
8623,0,0,1,1,884
1336,0,0,0,1,5694
4314,0,1,0,0,1770
2819,0,1,0,1,3739
8475,0,0,0,0,28
8174,0,1,0,0,18937
3121,0,0,1,0,165
1230,0,0,0,1,2747
8122,0,0,0,1,7015
4303,0,1,0,1,2336
6318,0,0,0,1,92
3589,0,1,0,1,413
2826,0,0,0,0,3417
4918,0,1,0,1,346
4843,0,1,1,1,5547
9388,0,0,1,0,12577
5588,0,0,0,0,50869
9369,0,0,0,0,589
5054,0,0,0,0,6
7551,0,0,0,1,453
1761,0,0,0,0,21282
3553,0,0,1,1,439
5773,0,0,0,0,5864
8113,0,0,1,1,6638
3143,0,1,0,1,688
4512,0,1,0,0,7934
1687,0,1,0,1,3634
8863,0,0,0,1,556
130,0,1,0,1,4476
9294,0,0,0,0,1796
5981,0,0,0,1,540
4811,0,1,0,1,18951
5108,0,0,1,0,41563
2540,0,0,0,0,1401
9461,1,1,1,0,3709
5492,0,0,0,0,9165
7280,0,1,0,0,7114
7596,0,0,1,0,2328
5624,0,0,0,0,2072
3572,0,0,0,0,237
2078,0,0,1,1,11702
1941,0,1,0,1,33225
1830,0,1,0,1,2306
2516,0,1,0,1,6694
5394,0,0,0,0,12
9257,0,0,0,1,9379
3970,0,0,0,1,21156
5666,0,0,0,1,16160
9918,0,0,0,0,8811
8353,0,0,0,1,1046
2460,0,1,0,1,706
8138,0,0,0,0,0
1892,0,1,0,0,2813
1987,0,1,0,0,6042
2345,0,0,0,0,2479
8878,0,0,0,1,751
3635,0,0,0,1,1578
9618,0,0,0,0,126
320,0,0,0,0,5886
8730,0,0,0,1,35230
607,0,1,0,0,2737
7557,0,0,1,0,33000
9250,0,0,0,0,46215
7367,0,0,0,0,8778
6011,0,0,0,0,3826
2299,0,0,0,0,2656
1392,0,1,0,0,975
7611,0,0,0,0,56765
9800,0,0,0,1,20940
175,0,1,0,0,689
4835,0,1,1,1,27819
750,0,0,1,0,11054
4123,0,1,0,0,4586
386,0,0,1,1,9562
6746,0,0,1,1,668
7420,0,0,0,1,19345
4043,0,0,1,0,2845
4218,0,0,0,1,19135
3429,0,1,0,0,910
1649,0,1,0,1,734
5857,0,0,1,1,14
7362,0,0,0,0,2128
1420,0,0,0,0,9045
6982,0,0,0,1,1071
3958,0,0,0,1,587
6637,0,0,1,1,1113
7293,0,0,0,1,2750
7743,0,0,0,0,746
1999,0,1,0,1,19540
1734,0,1,0,0,2267
5171,0,0,0,0,59609
9309,0,0,0,0,18372
3547,0,0,0,1,637
4635,0,1,0,0,2029
3493,0,1,1,0,9932
3761,0,0,1,1,8880
6925,0,0,0,0,1799
7836,0,0,0,0,14801
6536,0,0,0,1,952
1398,0,0,0,0,89075
5660,0,0,0,0,2388
8,1,0,0,1,17351
8686,0,0,0,0,811
8007,0,0,0,1,13493
7195,0,0,0,1,31860
4987,0,1,0,1,2131
1635,0,1,0,1,5100
7214,0,0,0,0,679
1193,0,1,0,1,17879
9664,0,0,0,0,8542
3037,0,0,0,1,100
9544,0,1,0,0,227
8485,0,0,0,0,1430
2484,0,0,0,0,1903
2145,0,1,1,0,388
5286,0,0,0,0,1349
8042,0,0,0,0,7436
1809,0,1,1,1,800
4568,0,0,0,0,2800
2125,0,0,0,1,5694
3599,0,1,1,0,619
7995,0,0,0,1,2421
8816,0,0,0,0,1672
578,0,0,0,0,21763
4291,0,1,0,1,20631
8947,0,0,1,1,80143
4042,0,1,0,0,41510
6739,0,0,0,0,308
50,0,1,0,1,4901
7158,0,0,0,1,352
337,0,1,0,1,1543
6039,0,0,0,0,1614
2844,0,1,0,0,2467
9593,0,0,0,1,223
148,0,1,0,0,15671
3898,0,0,1,1,6686
3103,0,1,0,1,1157
1948,0,0,1,1,15322
1581,0,1,0,1,727
6940,0,0,0,1,4759
1895,0,1,0,1,24
9444,0,1,0,0,921
6079,0,0,0,0,3461
1476,0,0,1,0,5292
6396,0,0,0,1,324
6312,0,0,1,0,8397
276,0,0,0,1,17307
5673,0,0,0,1,980
8304,0,0,1,0,2594
1127,0,0,0,1,581
4790,0,0,0,1,15788
323,0,0,0,0,34669
7948,0,0,0,1,41151
2146,0,1,0,0,2304
2701,0,1,0,1,46589
8975,0,0,1,0,604
3471,0,0,0,1,31085
7746,0,0,0,0,77
8522,0,0,1,0,1387
9902,0,0,0,0,4242
2285,0,1,0,1,630
2483,0,0,0,0,519
2057,0,0,0,1,8565
8504,0,0,1,1,1623
5519,0,0,0,1,15623
1712,0,1,0,0,411
413,0,0,0,1,389
6547,0,0,0,1,37527
2377,0,1,0,1,257
2578,0,1,1,0,36986
6146,0,0,0,1,12726
2355,0,0,1,0,4518
7190,0,0,0,1,316
5941,0,0,1,1,861
9941,0,0,0,0,535
2321,0,0,0,0,1346
7323,0,0,0,0,2084
576,0,0,1,0,3242
4551,0,1,0,1,0
9338,0,0,0,1,171
1622,0,0,0,0,15722
1580,0,0,0,1,21276
9757,0,0,0,1,7482
5380,0,0,0,0,19432
1888,0,0,0,1,46344
2924,0,0,1,1,14673
7799,0,0,0,1,3463
6997,0,0,0,1,2926
8649,0,0,0,0,454
8306,0,0,1,1,168
537,0,0,0,1,1454
157,0,0,0,0,86926
1179,0,0,0,0,16394
5568,0,0,0,0,18998
1302,0,1,1,1,19389
57,0,0,1,0,58431
6535,0,1,0,0,1045
4398,0,1,0,0,21767
9523,0,0,0,1,6519
2658,0,1,0,1,7999
1251,0,1,1,0,8621
4712,0,0,0,0,21804
3361,0,0,1,0,5600
1279,0,0,0,1,19165
2692,0,0,0,0,49344
8610,0,1,0,0,2238
3778,0,0,0,1,1126
6674,0,0,1,0,13547
2101,0,1,0,1,42116
2182,0,0,0,1,3755
2474,0,1,1,1,2709
3252,0,0,0,1,14850
3276,0,0,0,0,975
7059,0,0,0,1,3519
2042,0,1,0,1,3160
9314,0,0,1,1,2243
7788,0,0,0,0,3443
2562,0,0,0,0,764
1188,0,0,1,1,30196
4781,0,1,0,1,11817
4262,0,0,1,0,49019
8620,0,0,1,0,1773
6294,0,0,0,1,11357
9391,0,0,0,1,4528
245,0,0,0,1,2950
2748,0,0,1,0,3988
3124,0,0,0,0,1532
1561,0,1,1,0,1426
9138,0,0,0,0,8688
5890,0,0,0,1,34381
960,0,1,1,1,1284
2270,0,1,0,1,33
6000,0,0,0,1,3157
9039,0,0,0,0,0
2622,0,0,1,0,1034
9543,0,0,0,0,15400
9862,0,0,0,1,32005
3031,0,0,0,1,104
9577,0,0,0,0,3155
9576,0,0,0,1,41743
7893,0,0,0,1,1057
206,0,0,0,0,2817
8955,0,0,1,0,4739
3051,0,0,0,1,16503
161,0,1,0,1,1879
9570,0,0,0,0,5424
4097,0,0,0,1,1550
1368,0,1,1,0,90
3352,0,1,0,0,16357
472,0,0,0,0,22
4396,0,0,0,0,40336
9479,0,0,0,1,4216
3939,0,1,0,0,19393
3670,0,0,0,0,764
8658,0,0,0,0,31739
2892,0,0,0,1,2103
9097,0,0,1,1,36
7990,0,0,0,0,22553
3233,0,0,0,1,3802
3193,0,0,0,0,3403
2898,0,1,1,0,1420
4670,0,0,0,1,203
1605,0,0,0,1,13568
3710,0,0,0,1,480
8755,0,0,0,0,2723
3518,0,1,1,1,20558
3496,0,1,1,1,136
3025,0,1,1,0,37067
4403,0,0,0,1,35142
2534,0,1,0,1,2301
8047,0,0,0,0,2674
8994,0,0,0,1,2973
2470,0,0,0,0,16503
3957,0,0,0,0,1949
5196,0,0,0,1,50972
9339,0,0,0,0,14619
6282,0,0,0,1,37641
7361,0,0,0,1,1276
8626,0,0,0,0,1480
6086,0,0,0,0,16394
7191,0,0,0,0,2233
5042,1,0,0,0,10480
2071,0,0,1,1,4027
1506,0,0,0,1,759
5881,0,0,1,0,0
7405,0,0,0,0,1544
6797,0,0,1,0,5633
7053,1,0,0,1,900
6799,0,0,0,1,18377
7198,0,0,0,0,13247
694,0,0,0,0,0
5390,0,0,0,1,17246
6020,0,0,0,0,39391
6600,0,0,0,0,883
1524,0,1,0,0,345
4489,0,1,0,1,199
5899,0,0,1,0,63884
9287,0,0,0,0,67
3567,0,0,0,0,27630
6116,0,0,1,1,73671
9952,1,0,0,0,12895
650,0,1,0,0,699
5453,0,0,1,1,2401
9261,0,0,0,1,1160
5399,0,0,0,1,1640
1638,0,0,1,1,468
4612,0,0,0,1,3300
1593,0,0,1,0,1839
5429,1,0,1,0,555
3267,0,0,0,1,782
2928,0,0,0,1,3492
3764,0,1,0,1,2052
2212,0,0,0,0,13553
4580,0,1,0,0,2388
3758,0,1,0,1,23078
6231,0,0,0,0,3006
5644,0,0,0,1,45487
9434,0,0,0,1,3351
2920,0,0,0,1,2101
328,0,0,0,1,422
9733,0,0,0,1,77
2724,0,1,1,1,3256
4969,0,0,0,1,141
6450,0,0,0,0,23980
365,0,0,1,1,14931
4432,0,0,0,1,30478
3962,0,0,0,0,489
3709,0,0,0,0,26044
4101,0,1,0,1,4500
3609,0,0,0,0,39859
7168,1,0,0,1,53582
6624,0,0,0,1,336
5525,0,1,0,1,22733
7276,0,0,1,1,356
1343,0,0,1,0,6610
3800,0,0,0,1,1339
1995,0,0,0,0,489
6964,0,0,1,1,481
3023,0,0,0,0,1148
1905,0,0,0,0,104
6794,0,0,0,0,549
265,0,1,0,0,7655
87,0,1,0,1,32203
4831,0,0,1,1,4089
8679,0,0,0,1,6380
8209,0,0,0,1,2047
3625,0,1,0,1,76
8860,0,0,0,1,1296
8897,0,0,0,0,21900
8418,0,0,1,1,32013
4922,0,1,0,0,1411
8257,1,0,0,0,69
659,0,0,0,0,4478
7399,0,0,0,0,5933
3694,0,1,0,0,40604
2963,0,0,0,1,21038
4468,0,0,0,0,5849
9802,0,0,0,1,37727
4907,0,1,0,1,1227
4898,0,0,0,1,1666
1955,0,0,0,0,35414
2720,0,0,1,1,1656
1969,0,0,0,1,53
1115,0,0,0,0,1523
4359,0,1,1,0,5036
35,0,1,0,1,14103
8869,0,0,0,1,18540
7584,0,0,1,0,6376
3759,0,0,0,1,10134
1340,0,1,0,0,933
7371,0,0,1,1,259
4309,0,0,0,0,56642
8134,0,0,0,0,6986
4818,0,0,0,0,3989
2753,0,0,0,1,4634
4038,0,1,1,1,47459
5683,0,0,0,0,18586
565,0,0,0,0,1012
5329,0,0,0,1,64
1815,0,0,0,0,1013
7205,0,0,1,0,12846
8059,0,0,1,1,112
9390,0,0,1,0,7050
6540,0,1,0,0,405
3829,0,0,0,0,34675
5871,0,0,1,0,27345
9567,0,0,1,1,2834
3087,0,0,0,1,1668
6679,0,0,0,0,3337
7561,0,0,0,1,347
2614,0,1,1,0,1116
1333,0,1,1,0,547
5261,0,0,1,1,1239
5582,0,1,0,0,6623
8314,0,0,0,0,728
1002,0,0,1,1,932
2236,0,1,0,1,6050
7599,0,0,0,1,0
2510,0,0,0,1,1026
491,0,1,0,1,2958
4442,0,0,0,0,1604
3742,0,1,0,0,6965
3850,0,0,0,1,492
1164,0,0,0,0,0
4188,0,1,0,0,20077
3407,0,0,0,1,19913
1067,0,0,0,1,2318
8204,0,1,1,0,16515
4783,0,0,0,0,0
1281,0,1,1,0,673
119,0,1,0,0,155
423,0,1,0,1,7699
5771,0,0,0,1,243
6031,0,0,0,0,49630
5307,0,0,0,0,37204
1571,0,0,0,0,28727
8586,0,0,0,1,24438
1926,0,0,0,0,14242
5691,0,0,0,0,49158
270,0,0,0,1,3473
2131,0,1,0,0,7862
6311,0,0,0,1,6900
9954,0,0,0,0,476
7856,0,0,0,1,784
5903,0,0,0,1,5082
1249,1,0,1,1,280
3977,0,1,1,0,9612
606,0,0,0,1,2878
9429,0,0,0,1,2718
7358,0,0,0,1,103
6558,0,0,0,0,727
3174,0,0,0,0,316
1785,0,1,0,1,53431
9530,0,0,0,1,901
9225,0,0,0,0,431
7503,0,1,0,0,51117
2304,0,1,0,0,13587
7714,0,0,1,0,5403
8579,0,0,0,1,6402
7645,0,0,0,1,700
1170,0,0,1,0,4695
1860,0,1,0,0,164
5111,0,0,0,1,522
3045,0,1,0,1,3263
246,0,0,1,1,15041
8870,0,0,0,0,16850
3038,0,0,0,0,18856
2352,0,1,0,0,1338
5066,0,1,0,1,1336
985,0,1,0,0,39624
6891,0,0,0,1,240
9491,0,1,1,1,232
1950,0,1,0,1,268
8731,0,0,0,1,1539
8384,0,0,0,0,43801
232,0,1,1,1,788
4337,0,0,0,1,14279
3379,0,1,0,0,1018
11,0,0,0,1,33372
5318,0,0,1,0,776
46,0,1,0,1,7870
9385,0,0,1,0,23875
9368,0,0,0,1,254
1202,0,0,0,1,20136
9808,0,0,0,0,30970
2452,0,1,1,0,28121
125,0,0,1,1,20449
3744,0,1,0,0,8488
1636,0,0,0,0,1612
1,0,1,0,0,10446
9040,0,0,1,0,17516
5696,0,0,0,1,5455
1857,0,1,1,1,30688
2106,0,1,0,0,26
1534,0,0,0,0,1104
3845,0,1,0,0,19270
994,0,1,0,0,828
8189,0,0,0,0,203
4083,0,1,0,0,12047
2380,0,0,0,0,22225
3182,0,1,0,0,9073
1400,0,0,0,0,10842
6059,0,0,0,1,82
2440,0,0,0,1,578
2848,0,0,0,0,568
3092,0,0,0,0,36613
7797,0,0,0,1,4552
2222,0,0,0,0,5555
6970,0,0,0,0,8826
5843,0,0,0,1,5615
5101,0,0,1,0,148
9449,0,0,1,0,1840
2026,0,1,0,0,0
5610,0,0,0,1,9246
3706,0,1,0,1,2275
7755,0,0,0,1,3213
3943,0,1,1,0,678
7172,0,0,0,0,327
7185,1,0,0,1,5005
2812,0,1,0,1,24780
7350,0,0,0,1,42614
9758,0,0,1,0,1475
8078,0,0,1,1,901
9382,0,0,0,1,12628
8932,0,0,0,0,10389
3506,0,0,0,1,159
4035,0,0,0,1,2643
8664,0,0,0,1,1711
5556,0,0,0,0,5698
6885,0,0,0,1,33769
3799,0,0,0,0,2350
2251,0,0,0,1,470
1009,1,0,0,0,5582
9324,0,0,0,0,1893
8960,0,0,0,0,17881
9524,0,0,0,0,18322
4020,0,1,0,0,3417
7581,0,0,1,1,72061
7623,0,0,0,1,9110
5993,0,0,0,1,148
2088,0,1,0,1,17274
802,0,1,0,1,7
8440,0,0,0,0,9298
4824,0,0,0,1,43714
6346,0,0,0,0,990
5276,1,0,0,1,2104
8891,0,0,0,1,1336
2776,0,1,0,0,1131
6062,0,0,0,1,31318
8196,0,0,1,0,17999
3369,0,1,1,0,55623
3870,0,1,0,1,7789
5879,0,0,0,0,1010
469,0,0,0,0,7286
135,0,0,0,0,34
3046,1,1,0,1,29599
7758,0,0,1,0,6402
7502,0,0,0,1,33965
8253,0,0,0,1,2171
3158,0,1,0,1,57181
599,0,0,0,1,20696
8815,0,0,0,1,176
1120,0,0,0,0,4833
4142,0,0,0,0,1124
2189,0,1,0,0,398
9145,0,0,0,1,336
2896,0,1,0,1,10977
4096,0,0,0,1,106
1588,1,0,0,1,799
917,0,1,1,0,541
5880,0,0,0,1,8658
1753,0,0,0,1,222
363,0,1,1,1,20450
5474,0,0,1,0,1714
6851,0,0,0,1,237
2830,0,1,0,0,0
95,0,1,0,0,26320
3627,0,0,0,0,2491
8051,0,0,0,1,999
9715,0,0,0,0,3551
2105,0,1,0,1,46675
5607,0,0,0,0,77
404,1,0,0,1,2550
4575,0,1,0,1,4745
8293,0,0,0,0,1720
9582,0,0,0,1,9179
3105,0,0,0,1,687
107,1,1,0,0,1800
5291,0,0,0,1,38376
5925,0,0,0,1,4508
236,0,1,1,0,11116
9082,0,0,0,1,36245
2267,0,0,0,1,15142
9285,0,0,1,0,13120
2626,0,1,0,1,37375
2275,0,1,0,0,573
4382,0,0,0,1,1837
1026,0,1,0,1,415
9881,0,0,0,0,18110
6366,0,0,1,0,21750
7564,0,0,0,1,19237
2631,0,0,0,0,11885
6492,0,0,0,0,1249
6414,0,0,0,0,24385
2410,0,1,0,0,722
7085,0,0,0,1,4143
5039,0,0,0,0,444
4251,0,1,0,0,1583
2232,0,1,0,1,5456
5787,0,0,0,1,765
1852,0,0,0,0,142
2730,0,0,0,1,10692
9930,0,0,0,0,15391
4981,0,0,0,0,2003
7229,0,0,0,0,5241
9492,0,1,1,0,23
2954,0,0,0,1,40041
9801,0,1,0,1,10184
9516,0,0,0,0,14985
4911,0,1,0,1,684
1484,0,0,0,0,601
5152,0,0,1,0,949
92,0,0,0,1,3499
5686,0,0,0,0,18820
4212,0,1,0,0,0
3889,0,1,0,1,781
9763,0,0,0,0,990
7917,0,0,0,1,331
6249,0,0,1,0,77
3207,0,1,0,0,219
7922,0,0,1,1,62916
8372,0,0,0,0,3899
2386,0,0,0,0,323
9840,0,0,1,0,6304
8910,0,0,0,1,1378
6163,0,0,0,1,203
6903,0,0,0,1,12404
7870,0,0,0,1,3662
3648,0,0,0,0,68676
6995,0,0,0,1,3150
7074,0,0,0,0,3586
588,0,1,1,1,30975
325,0,0,1,1,3032
1454,0,0,1,1,31607
1847,0,1,1,0,35389
2824,0,1,0,1,5264
6938,0,0,0,1,609
6864,0,0,0,1,3094
4136,0,0,0,0,13920
959,0,0,0,1,189
3330,0,0,0,1,9491
6979,0,0,0,1,6463
9591,0,0,0,1,125
1262,0,1,0,0,1159
6196,0,0,0,0,3757
1716,0,1,0,1,471
6037,0,0,0,1,92
6023,0,0,0,0,41
4663,0,0,0,1,20150
4618,0,1,0,0,657
4431,0,0,0,0,2596
7491,0,0,0,0,1921
4263,0,1,0,1,48351
3902,0,0,1,0,9836
9346,0,0,0,1,17479
9099,0,0,0,0,6581
4647,0,0,1,0,2634
8689,0,1,1,1,26759
2389,0,1,0,1,24628
7300,0,0,0,1,1860
9849,0,0,0,0,2613
8143,0,0,0,1,21218
5536,0,0,0,1,9103
2857,0,0,0,1,1811
9891,0,0,1,0,271
16,0,1,0,1,50079
3353,0,0,0,1,2141
4399,0,0,0,1,3161
3466,0,1,0,0,15666
1135,0,1,0,1,270
1288,0,0,1,1,3441
8593,0,0,1,1,13259
1552,0,0,0,0,30689
3733,0,0,0,1,845
4672,0,0,0,0,42979
6321,0,0,0,0,3139
4358,0,1,0,1,35157
5000,0,0,1,1,27811
259,0,1,0,1,41839
7586,0,0,0,1,897
3406,0,0,0,0,2263
902,0,0,0,0,2205
7913,0,0,0,1,32019
6677,0,0,0,1,37533
8655,0,0,1,0,1171
9789,0,0,1,1,929
172,0,0,1,0,3066
7337,0,0,0,0,50
9027,0,0,0,0,2713
5830,0,0,0,1,62274
2490,0,1,1,0,199
2092,0,1,1,0,6
5330,0,0,0,0,2293
5208,0,0,1,0,15763
2663,0,1,1,1,3368
8170,0,0,0,1,1990
9756,0,0,0,0,1063
5609,0,0,0,1,87
7924,0,0,0,0,1357
9349,0,0,0,1,29997
8342,0,0,0,0,39
5695,0,0,1,0,1344
7729,0,0,0,1,13734
9668,0,0,0,0,3599
1102,0,0,0,0,21
482,0,0,1,1,4295
6608,0,0,0,0,0
7805,0,1,0,1,38383
6271,0,0,0,1,2018
2635,0,1,0,1,31148
5737,0,0,0,1,66583
2371,0,1,1,1,271
8576,0,0,0,0,3993
9770,0,0,0,1,16955
6671,0,0,0,1,1355
4785,0,0,0,1,34390
2422,0,1,1,0,4251
7156,0,0,0,1,204
8951,0,0,0,1,39478
4524,0,0,1,1,548
9435,0,0,0,0,16630
7364,0,0,0,0,429
8032,0,1,1,1,3853
5774,0,0,0,0,54601
9848,0,0,0,1,661
2158,0,1,0,1,4705
5403,0,0,0,1,2191
3644,1,0,0,1,4988
4453,0,0,0,1,2
3317,0,0,0,0,14863
6314,0,0,1,1,227
8080,0,0,0,0,2432
7862,0,0,0,1,13216
4846,0,0,0,1,10481
6965,0,0,0,1,27551
6823,0,0,1,1,352
4525,0,0,0,1,231
8325,0,0,0,0,446
4677,0,1,0,0,26131
8338,0,0,1,0,5016
5306,0,0,0,1,197
3156,0,0,0,0,270
263,0,0,1,0,607
6394,0,0,0,1,437
972,0,1,0,0,25420
